31887,1446
24844,1292
18647,1153
23279,1153
29871,1400
31729,1446
27969,1342
29914,1404
18235,1149
29934,1404
31574,1446
24990,1298
21280,1188
31537,1446
31633,1446
25054,1216
18647,1250
23420,1349
29764,1400
31737,1446
31572,1446
24507,1468
17017,1153
18693,1153
18600,1175
22565,1216
17717,1396
33752,1474
33395,1467
22706,1228
19257,1250
24980,1298
20328,1175
22379,1216
27041,1291
28145,1349
17832,1149
24986,1298
28120,1347
28343,1366
25054,1421
25088,1306
19082,1153
18208,1149
27222,1334
16691,1136
33467,1448
23755,1184
31861,1446
28035,1342
20622,1188
21583,1188
20440,1175
31935,1448
17017,1154
20785,1188
20570,1188
30341,1266
16415,1248
32291,1455
23305,1405
33661,1967
27648,1252
22200,1196
27762,1252
33903,1474
30248,1266
24227,1266
21290,1188
30338,1411
33661,1985
29759,1400
33802,1474
20761,1188
22124,1193
21760,1188
33881,1474
21563,1188
27242,1368
22169,1190
22801,1449
18588,1289
25086,1392
33734,1474
32987,1302
18214,2006
16283,2037
19028,1184
32413,1322
19874,1165
15877,1125
20243,1178
28203,1967
17091,2006
16512,1133
23149,1351
41113,1510
49416,1531
51695,1708
49339,1699
41219,1519
41309,1519
46304,1678
48714,1699
40510,2070
49126,1531
50269,1703
44842,1627
41958,1659
48671,1699
51695,1690
41239,1511
51124,1714
44488,1718
44164,1618
46857,1542
41029,1659
41519,1531
50583,1715
46600,1678
43989,1602
43568,1598
48876,1531
49970,1531
45249,1519
45249,1655
47012,1662
41998,1545
46415,1568
42862,1582
49756,1542
50902,1505
49726,1699
41441,1662
45316,1618
46088,1655
41273,1655
42716,1574
50915,1639
46084,1618
45429,1662
45316,1511
45965,1618
49419,3005
43045,1676
42434,1699
45257,1641
45771,1519
51161,1736
49723,1545
46686,1662
52509,1736
52355,1715
49970,1674
46629,1734
46057,1519
49058,1651
47681,1690
50058,1701
41756,1606
49325,1628
45426,1641
45304,1512
41244,1519
45965,1511
40883,1505
43209,1584
40964,1528
50113,1690
42108,1699
46132,1512
41308,1519
46097,1618
45778,1641
45334,1511
41958,1699
46987,1658
41207,1579
45607,1519
46033,1602
42444,3005
46249,1512
41950,1542
46654,1505
51970,1506
44164,3214
44147,1579
49058,1543
40751,1501
45249,1641
41959,1651
46647,1678
42399,1543
45329,1510
41092,1508
42342,2033
46193,1519
41133,1579
45828,1511
43523,1598
45593,1655
41002,1512
50478,3173
41299,1519
45289,1511
47497,1536
46248,1655
43518,1598
43482,1598
42419,3005
51195,1518
51167,1721
52329,1659
41676,1589
43516,1567
50447,1710
46279,1618
44116,1618
44266,1519
45715,1519
45273,1519
47347,1678
50272,1703
42830,1582
46037,1655
52075,3721
44939,1713
51547,1721
43381,1598
44162,1618
67224,1966
67209,2304
67178,1963
67178,2037
37809,2014
36760,2006
34043,2005
37183,2014
34648,1959
36936,2010
36672,2005
36797,2006
35634,1969
34224,1969
37496,2014
34856,2033
36405,1994
37886,2014
37391,2014
37188,2014
37479,2014
38071,2017
34176,1542
37025,2010
37874,2014
37273,2014
34856,1967
37481,2014
37853,2014
37241,2014
36069,1984
37754,2014
36116,2630
38588,1032
36069,3707
36521,1999
36049,1984
35956,2018
52562,2567
52590,2567
52598,2568
52576,2567
40375,2282
39051,2268
39456,2285
39248,2267
40381,2268
39874,2268
40100,2276
39780,2268
39723,2268
39380,2283
40307,2278
39236,2267
39549,2267
40307,2267
39673,2267
39507,2267
10215,2267
39585,2267
39596,2267
39527,2267
39808,2268
39467,2267
39445,2267
39008,2265
39488,2267
39050,2266
39771,2268
39997,2270
40218,2276
39783,2268
40010,2276
39047,2267
40381,2283
40332,2278
39015,2273
39673,2266
39621,2267
39051,2272
39445,2269
39599,2283
39744,2268
40381,2266
39494,2267
40284,2278
39754,2268
39760,2268
70347,2576
70298,2570
70326,2571
70288,2570
70337,2574
70338,2574
10215,2581
70269,2570
60469,2058
60888,2058
60994,2058
61307,2058
60581,2058
60479,2056
60974,2058
60494,2058
60505,2058
60999,2056
60459,2058
60548,2058
60992,2058
60909,2058
60392,2047
60569,2058
61627,2066
60706,2058
60878,2058
61700,2058
61293,2058
61449,2056
61669,2067
61553,2060
61557,2060
60925,2058
61695,2070
60522,2071
61663,2067
60517,2058
70653,2602
71057,2619
70911,2619
70862,2616
71200,2627
70457,2619
70638,2600
70966,2619
71130,2619
70545,2619
71739,2627
70422,2616
70677,2602
70445,2589
70824,2613
71345,2619
71503,2627
71229,2620
71204,2619
70428,3659
70532,2589
71587,2627
70437,2627
71081,2619
70411,2586
70436,2588
63066,2156
63870,2132
64418,2156
63875,2158
64906,2158
63125,2097
64809,2158
63257,2105
63332,2107
62927,2097
63074,2097
63746,2132
63051,2156
63742,2132
65129,2174
63524,2122
63429,2112
64731,2158
63253,2105
64021,2133
63784,2132
64038,2134
65010,2159
63273,2105
63645,2126
65231,2174
64285,2145
63875,2156
63045,2713
64782,2158
63495,2140
63852,2132
64873,2158
63774,2132
62868,2094
64347,2174
63839,2132
63968,2133
63225,2104
56763,1848
56932,1848
53846,1763
58234,1898
53069,1823
54987,1778
53362,1814
53078,1763
54694,1868
54292,1763
59190,1751
56253,1848
56881,1848
56897,1848
53854,1763
55897,1848
52667,1848
58468,1885
57083,1934
33752,1763
60094,1925
54220,1763
53073,1763
57082,1880
57708,1859
56963,1855
52761,1754
55402,1793
57304,1910
54370,1848
57871,1925
53935,1659
53683,1763
59493,1848
55882,1826
58341,1842
53205,1763
60279,1848
55730,1823
52867,1763
56878,1848
57081,1848
54287,1763
55204,1924
52817,1758
55314,1787
60009,1925
53101,1763
53499,1032
55339,1788
54014,1879
56918,1848
53449,1763
55669,1814
53904,1763
53729,1802
57089,1848
56259,1848
53707,1763
58324,1880
52867,1768
54372,1848
55586,1848
60098,1925
56820,1848
54287,1751
60005,1925
60156,1925
56621,1826
56941,1848
57167,1848
54959,1777
59508,1754
59545,1848
52752,1753
54212,1763
57214,1848
56590,1848
58440,1868
59024,1879
58863,1899
57150,1848
56915,1848
60165,1925
55411,1794
58741,1898
60225,1927
54314,1763
55403,1793
55009,1805
53422,1763
59803,1921
59105,1901
53785,1823
56298,1846
52807,1852
59638,1914
59402,1782
58826,1899
59394,1912
59895,1875
57593,1826
56229,1846
60181,1925
65869,2204
65704,2208
66150,2209
65824,2204
65800,2204
65800,3086
65856,3081
65809,2204
65795,2204
65895,2204
66048,2208
66001,2208
65816,2204
65807,2203
66110,2204
66033,2208
68802,2466
68800,2466
68844,2466
68771,2465
68766,2465
68755,2463
68431,2434
69490,2485
68930,2485
68922,2485
69573,2485
69201,2485
69393,2485
69559,2485
69276,2485
69227,2485
33752,2485
61894,2074
62086,2077
67748,2371
68277,2416
67733,2366
67484,2355
60335,2536
60334,2536
67525,2374
67750,2371
69388,2485
60291,2527
69290,2485
60285,2525
62600,2089
68445,2434
67565,2332
68030,2400
68446,2434
67766,2371
68180,2413
68119,2413
68165,2413
67772,2371
67733,2332
69677,2492
69044,2478
69170,2483
69151,2480
69017,2478
68430,2434
68930,2475
62086,2082
68966,2477
69168,2483
60337,2536
69078,2483
68629,2457
68161,2413
69631,2490
70214,2564
62078,2077
67523,2328
62400,2082
69124,2483
69091,2483
61849,2074
68177,2413
62425,2090
62201,2080
62450,2083
68634,2457
70091,2539
66953,2295
67551,2330
67844,2387
69028,2478
67626,2344
67654,2352
68548,2449
68212,2415
69058,2481
62442,2082
62456,2083
62276,2082
69923,2517
66671,2251
69859,2508
66408,2238
69205,2485
66420,2219
69578,2486
62400,2090
66662,2251
62148,2079
62556,2086
62656,2089
69643,2490
